page_id,page_text,conf_mean,lines_count,warnings,language,correction_stats,reading_order_stats
page_001,KULTEPE ANKARA (Ankaraner I TABLETLERI Kültepe-Tafeln),0.988,6,,turkish,,"{""processing_time"": 1.9550323486328125e-05, ""elements_processed"": 6, ""columns_detected"": 1}"
page_002,"ATATÜRK KÜLTÜR, DIL VE TARIH YÜKSEK KURUMU VI. Dizi - Sa. 33 KULTEPE TABLETLERI ANKARA (Ankaraner Kültepe-Tafeln) I Hazirlayanlar (vorbereitet von) Prof. Dr. Emin BILGIç Dr. Cahit GÜNBATTI Dr. Hüseyin SEVER TÜRKTARIHKURUMU BASIMEVI-ANKARA 1990 Dr. Sabahattin BAYRAM",0.982,14,,turkish,,"{""processing_time"": 3.2901763916015625e-05, ""elements_processed"": 14, ""columns_detected"": 1}"
page_003,ISBN 975-16-0246-7 Tk. ISBN 975-16-0247-5,0.983,2,Very few text elements detected,turkish,,"{""processing_time"": 1.9788742065429688e-05, ""elements_processed"": 2, ""columns_detected"": 1}"
page_004,"ICINDEKILER ONSOZ . NUMARALARI ve MUHTEVÁLARI . METINLERIN MUTABAKAT GIRI§ ...... METINLERIN TRANSKRIPSIYON, TERCUME VE AÇIKLAMALARI INDEKS Yer Adlari... ahis Adlari . Ay Adlari ... d) Limum'lar .. eHamustum'lar f) Üzerinde Durulan Kelimeler ve Teknik Terimler METIN KOPYALARI .... IX-X XIII-XV.............VII.XI 1-7 15-101 103-121 103 103-115 116 116 117 117-121 123-185",0.96,27,,turkish,,"{""processing_time"": 3.3855438232421875e-05, ""elements_processed"": 27, ""columns_detected"": 1}"
page_005,"INHALT VORWORT LITERATURVERZEICHNIS-ABKURZUNGEN der TEXTE KONKORDANZ-NUMMERN INHALT und EINLEITUNG DIE TRANSKRIPTIONEN, ÜBERSETZUNGUN UND TEXTE INDEX ..... a) Ortsnamen . b)Personennamen cMonatsnamen d) Eponymen .. Hamustum's .. f) Besprochene Wörter und Termini Technici TEXTKOPIEN .. XI-XII XIII-XV.. XVII-XXI 9-14 ERKLARUNGEN DER 15-101 103-121 103 103-115 116 116 117 117-121 123-185",0.984,32,,turkish,,"{""processing_time"": 2.9802322387695312e-05, ""elements_processed"": 32, ""columns_detected"": 1}"
page_006,"ÖNSÖZ Bu cildin baskiya verilmesi ile, Ankara Anadolu Medeniyetleri Müzesi'nde birikmiç ve imdiye kadar sürekli neriyât düünülmemi olan, Türk Tarih Kurumu'nun Prof. Dr. Tahsin Özgüç idâresinde 1948 de Kültepe (Kani) de balatti kazlarda ele geçen ve u andaki saylari onüç binin üstünde olan Kapadokya Tabletleri'nin seri hlinde nerini balatiyoruz. Dört yl kadar önce, Kültepe Kazi Heyeti Bakani Prof. Dr. Tahsin Özgüç'e yazi ile, Fa-kültemiz Sumeroloji Yardmci Doçenti Dr. Hüseyin Sever, ayni kürsü öretim elemanlarin-dan Dr. Cahit Günbatti ve M.A. Sabahattin Bayram ile, Istanbul Arkeoloji Müzeleri Tablet Arivi Uzmani Veysel Donbaz'dan kurulu bir heyetle, idâremde Kültepe Tabletleri üzerinde seri yayinlara girieceimizi bildirdim. Kendisinden aldiimiz muvâfakat cevâbi örneini de sunarak Eski Eserler ve Müzeler Genel Müdürlüü ile de mutbakat saladm. Temaslarimiz sonunda hazirlklara baladik. Çalmalarin devami sirasinda üyelerden Veysel Donbaz'in heyet içerisinde çalmaktan ziyâde, müstakil makaleler neretmek yolu-na gitmesi itibâriyle seri neriyâtimiz bu cilt üzerinde isimleri bulunan üç genç meslekta-imla yürütmeyi kararlatirdk. Arada Salih Çeçen Yüksek Lisans hazrlini tamamladi. Fakültemiz asistani sifati ile onu da Komisyonumuza aldik. Bu arkadalardan her biri im-diye kadar birçok tabletin transkripsiyonunu kontrolüm altinda hazirlam bulunmakta-dir. Yani benimkilerle birlikte takriben 2000 kadar metnin tetkikini ve transkripsiyonlarin tamamlam bulunuyoruz. Kültepe metinleri üzerinde çalmakta olan yüksek lisans aday-lari ile doktorantlarin hazirliklari da müteakip ciltlerde deerlendirilecektir. Komisyonumuz ayni zamanda, arada taninm yabanci meslektalarla da berâber çali-arak müterek yayinlar yapmay1 ve onlara bâzan müstakil yaynlar hazirlama imkânni ya-ratmayi da düünmektedir. Tabiatiyle bu ibirlii genç meslektalarn hesâbina gerçek bir karlikl ve çok yönlü yardm anlayi çerçevesinde yapilacaktr. Nitekim, Münster'de Wilhelm Üniversitesi'nin taninm Assiriyoloji Profesörü Dr. K. Hecker 1987-89 yaz aylarinda misafirimiz olarak bizimle birlikte çalmtr. Serimizin bu ilk cildine, eski müze materyalinin ve eski emeklerin de deerlendirilmesi için, zamanin Ankara Arkeoloji Müzesi Müdürlüü'nce 1935'lerde satin alnm olan ve ta-rafimdan vaktiyle ilenen l-18 No'lu tabletler ile, Istanbul Eski §ark Eserleri Müzesi Arivi-ne vaktiyle yine satin alma yoluyla girmi olar ve benim 1949'da transkripsiyon ve kopyelerini yaptiim ve hazrlklarimizin bainda heyet üyelerine bu ciltte yaynlayacaimi söylediim dier 11 Kültepe tableti (No. 19-29) ve mâhiyetine nüfûz etmek için Türk ve yabanci tani-diklarin bana getirdikleri, transkripsiyon ve kopyelerini yaptiktan sonra iâde ettiim dier 4 tablet (No. 30-33) ve S. Bayram ile hazirladiim 34-77, H. Sever ile gözden geçirdiimiz 78 No'lu ve C. Günbatt ile üzerinde çaltiimiz 1971 senesine âit, okunabilen 4 tabletten",0.976,35,,french,,"{""processing_time"": 2.384185791015625e-05, ""elements_processed"": 35, ""columns_detected"": 1}"
page_007,"ANKARA KÜLTEPE TABLETLERI X mitir. Ancak, cildin bütününün nere hazirlanmasinda, imzâs bulunan üç genç arkada1-min, çalmann muhtelif safhasinda ayni derecede emei geçtiini belirtmek isterim. Cildin bildirilen muhtevâ ve hazirlik durumu dolayisiyla tam bir tasnife gidilememi olmasinin anlayla karilanmasini ve mâzur görülmesini ricâ ederim. Bundan sonraki ciltlerimizde mümkün olduu, kazi ve müze kayitlarinin müsâade ettii ölçüde, ayn cilt içerisinde bir-kaç arivin veyâ bütün bir cilde tek ariv tabletlerinin alnmas gibi hållerde, ailelerin ve ticâri ekiplerin prosopografik münâsebetlerine ayrica dikkat edileceini imdiden belirt-mek isterim. Bu ciltte transkripsiyon, tercüme, filolojik açiklamalar ve metin kopyeleri däimi nezã-retim altinda yapild1 gibi, tarafimdan ""Giri"" bali1 altinda etraflica bir târih ve kültür trihi deerlendirme kismi da ilâve edilmitir. Araya fazla zaman sokmadan, zâten hazirlanmalarina devam edilen dier ciltlerin de arka arkaya nerini salamak, böylece onlarca cilt tutacak olan yayin serisini kökletirmek bizlerin iftihârimiz olacaktir. Nitekim 2. ve 3. ciltlerimiz de baski için siradadr. Temennimiz bu serinin, yetikin ve hevesli meslekta nesilleri kadrosunun bundan son-raki devrelerde de kazanilmasi sûretiyle, gelecek yillarda kesintisiz devam etmesi ve ettiril-mesidir. Aslnda çok gecikilmi olan bir ilim, meslek ve memleket târih ve kültürü hizmetinin, milletler arasi ilim âleminin önüne ç1karilmaya baçlanmas1 husúsunda Kaz1 Heyeti Bakan-linin, Eski Eserler ve Müzeler Genel Müdürlüünün; Atatürk Kültür, Dil ve Tarih Yük-sek Kurumu Türk Tarih Kurumu Baçkanlinin gösterdikleri anlaya, kurduum aratrma ve neir heyeti adna teekkürlerimizi ifâde etmek, benim için ödenmesi gerekli bir borçtur. Eylul 1988, Ankara Prof. Dr. Emin BILGIÇ",0.976,26,,french,,"{""processing_time"": 2.2649765014648438e-05, ""elements_processed"": 26, ""columns_detected"": 1}"
page_008,"VORWORT Mit dem Versuch, diesen Band in Druck zu geben, beginnen wir mit der Serienveröf-fentlichung der kappadokischen Tontafeln, die bis jetzt im Museum der Anatolischen Zivi-Prof. Dr. Tahsin Özgüç in Kani bei Kültepe (Kayseri) fortführt. Die von mir geleitete und aus Dr. Hüseyin Sever und Dr. Cahit Günbatti, Hilfsdozenten für Sumerologie an unserer Fakultät, M. A. Sabahattin Bayram von derselben Abteilung sowie Veysel Donbaz, der z. Z. für das Archiv der Keilschrifttafeln im Museen für Archeo-logie in Istanbul zuständig ist, bestehende Forschungsgruppe wandte sich vor etwa 4 Jahren schriftlich an Herrn Prof. Tahsin Özgüç an, um die Kültepe-Texte als Serienbände zu publi-zieren. Nach seiner schriftlichen Zustimmung haben wir uns auch mit dem Generaldirekto-rat für Antiquitäten und Museen (Eski Eserler ve Müzeler Genel Müdürlüü) verständigt. Nach diesen Übereinstimmungen begannen wir mit der Arbeit. Im Laufe unserer Studien wollte Veysel Donbaz mehr unabhängig arbeiten. So führten wir unsere Publikationsarbeit mit den übrigen 3 Mitgliedern unserer Gruppe fort. Inzwischen hat Salih Çeçen seine Magis-terarbeit fertig gemacht und sich als Fakultätsassistent unserer Gruppe angeschlossen. Un-ter meiner Aufsicht bereitete ein jeder dieser Mitarbeiter bis jetzt viele Textumschriften vor. So sind zusammen mit meinigen ungefähr 2.000 Tafeln zu Ende geführt worden. In den nächsten Bänden werden wir gleichzeitig die Arbeiten der an den Kültepetexten tätigen Kandidaten des Magister Artiums und die der Doktoranten bewerten. Wir haben auch vor, mit unseren ausländischen bekannten Kollegen von Zeit zu Zeit zusammenzuarbeiten und gemeinsame Publikationen zu machen, und denen manchmal die Möglichkeit zu bieten, selbständige Veröffentlichungen zu verwirklichen, natürlich mit dem Verständnis einer richtigen gegen- und vielseitigen Hilfe für unseren jungen Kollegen. Wie ja auch zum Beispiel, hat der bekannte Assyriologe Prof. Dr. Karl Hecker von der Wilhelms Universität in Münster, als unser Gast in den Sommern 1987-89 mit uns zusammengearbeitet. Damit auch die vorherigen Materialien von Ankaraner und Istanbuler Museen und die Arbeiten bewertet werder , haben wir sie mit in diesen ersten Band aufgenommen. Im Jah-ren 1935 wurden vom Direktorat des damaligen Museums der Archaologie in Ankara die Tontafeln der No. 1-18 aufgekauft, die ehemals von mir bearbeitet wurden. Durch Aufkauf kamen auch andere 1l Kültepe Tafeln (No. 19-29) in das Keilschrifttafelnarchiv der Museen von Istanbul, an denen ich im Sommer 1949 arbeitete. Nachdem einheimische und auslän-dische Bekannte Tantafeln No. 30-33 bei mir vorgelegt hatten und deren Umschriften und Kopien ich vor der Rückgabe gemacht hatte, habe ich sie in diesem Band aufgenommen.",0.99,33,,english,,"{""processing_time"": 1.430511474609375e-05, ""elements_processed"": 33, ""columns_detected"": 1}"
page_009,"ANKARA KÜLTEPE TABLETLERI XII Ebenfalls beinhaltet der erste Band die neuen Kültepe-Tontafeln mit der Nummer 34-77, die ich mit M.A. Sabahattin Bayram zusammengearbeitet habe. Unseren wichtigen Text No. 78 haben wir mit Dr. Hüseyin Sever durchgelesen. Mit den vier lesbaren Tontafeln (No. 79-82) vom 197l, die wir mit Dr. Cahit Günbatti zusammengelesen haben, beenden wir den ersten Band. Hier aber lediglich möchte ich darauf hinweisen, daβ alle drei Kollegen von mir bei jeder Stufe unserer Arbeit mit gropem Eifer gearbeitet haben. Da wir aus oben genannten Gründen in diesem Bande nicht eine gute und richtige Klaissifizierung gemacht haben, bit-ten wir um Verständnis. Wir möchten noch hinzufügen, daβ wir in den folgenden Bänden, soweit es uns möglich ist und auch die Ausgrabungs-und Museumsnotizen die Möglichkeit gibt, auf die prosopographischen Beziehungen der Familien und der kaufmännischen Ge-meinschaften achten, indem wir imselben Band einige Archivs-tafeln oder in einem ganzen Band nur Tantafeln aus nur einem Archiv bearbeiten. In diesem Bande Umschriften, Übersetzungen, philologische Erklärungen und Textko-pien in diesem Band sind immer unter meiner Kontrolle gemacht worden; ebenso ist auch eine historische und kulturgeschichtliche Auslegung mit der Überschrift ""Einleitung"" von mir dem ersten Band hinzugefügt worden. Wir werden, ohne dabei viel Zeit zu verlieren, auch andere Bände an denen wir von vorn-herein dauernd arbeiten, hintereinander in Druck geben. Es wird uns eine Freude sein, auf solche Weise unsere Serie einwurzeln zu lassen. Auch unsere 2. und 3. Bände sind an der Reihe, gedruckt zu werden. Wir wünschen, da diese Serie mit der Hilfe von nachherigen fleisigen und arbeitsfreu-digen jungen Fachleutegenerationen, die wir für uns gewinnen können, fortgeführt wird. Eigentlich haben wir sehr verzögert, diesen wissenschaftlichen, beruflichen, landes- und kulturgeschichtlichen Dienst vor die internationale wissenschaftliche Welt zu bringen. Jetzt an dieser Stelle fühle ich mich im Namen unserer Untersuchungs- und Publikations-Kommission dem Präsidium des Ausgrabungausschusses, dem Generaldirektorat für Anti-quitäten und Museen, dem Direktorat der Museum der Anatolischen Zivilisationen und ins-besondere dem Vorsitzenden der ""Türkischen Historischen Gesellschaft"" der ""Atatürk-Institut für Kultur, Sprache und Geschichte"", für ihre Verständnis und Hilfsbereitschaft zu gropem Dank verpflichtet. Ankara, September 1988 Emin BILGIC",0.988,34,,english,,"{""processing_time"": 3.504753112792969e-05, ""elements_processed"": 34, ""columns_detected"": 1}"
page_010,"AC ACC AfO AHK AHw AOF Appell. Ar Or Aspects ATHE Babyl. Beamtennamen Bell. BIN CAD CCT Contenau CT Dizin DTCFD EL GAG GKT Gol. KISALTMALAR LISTESI: P. Garelli, Les Assyriens en Cappadoce. Paris 1963.: L. L. Orlin, Assyrian Colonies in Cappadocia. The Hague 1970.: Archiv für Orientforschung.: B. Landsberger, Assyrische Handelskolonien in Kleinasien aus dem Dritten Jahrtausend. Leipzig 1925.: W. von Soden, Akkadisches Handwörterbuch.: H. Winckler, Altorientalische Forschungen I-III, Leipzig.: E. Bilgiç, Kapp. Metinlerinde Geçen Appellatifler........ Ankara 1953. (Die Einheimischen Appell. der kapp. Texte..... 1954): Archiv Orientálni. Prag.: K.R. Veenhof, Aspects of Old Assyrian Trade and Its Terminology, Leiden 1972.: B. Kienast, Die Altassyrischen Texte des Orientalischen Seminars in Heidelberg und der Sammlung Erlenmeyer. Berlin 1960.: Babyloniaca. Paris.: S. Alp, Untersuchungen zu den Beamtennamen im Hethititischen Festzeremoniell. Leipzig 1940.: Türk Tarih Kurumu, Belleten. Ankara.: Babylonian Inscriptions in the Collection of J. B. Nies. New Haven.: The Assyrian Dictionary of the University of Chicago.: Cuneiform Texts from Cappadocian Tablets in the British Museum.: G. Contenau, Trente Tablettes Cappadociennes. Paris 1919.; Cuneiform Texts from Babylonian Tablets in the British Museum.: H. Ertem, Boazköy Metinlerinde Geçen Corafya Adlari Dizini. Ankara 1973.: Ankara Üniversitesi, Dil ve Tarih-Corafya Fakültesi Dergisi.: Eisser-Lewy, Die Altassyirschen Rechtsurkunden vom Kültepe.: W. von Soden, Grundriss der Akkadischen Grammatik. Roma 1952.: K. Hecker, Grammatik der Kültepe-Texte. Roma 1968.: W. Golénischeff, Vingt-quatre Tablettes Cappadociennes. St. Peters-bourg 1891.",0.994,56,,english,,"{""processing_time"": 2.86102294921875e-05, ""elements_processed"": 56, ""columns_detected"": 1}"
