,text,orientation,language,mean_confidence,used_original_text,time,scale
10,"Table of cases
A&BC Chewing Gum, Re [1975] 1 WLR 579
93
Abbey Leisure Ltd, Re [1990] BCLC 342 (CA)
93
Agricultural Insurance Co., Re (1870) 5 Ch App 725
3
American Pioneer Leather Co., Re [1918] 1 Ch 556
93
Aronson v. Lewis, 437 A 2d 805 (Sup. Ct Del., 1984)
42
Arrow Nominees Inc. v. Blackledge [2000] 2 BCLC
167 (CA)
100, 110
Astec (BSR) plc, Re [1998] 2 BCLC 556
111
Australian Agricultural v. Oatmount Pty Ltd (1992) 8 ACSR 225
(CA of the Northern Territories)
53
Australian Coal & Shale Employers’ Federation v. Smith (1938)
38 SR (NWS) 48
5
Bailey v. Birkenhead Railway (1850) 12 Beav 433
3, 4
Bailie v. Oriental Telephone Co. [1915] 1 Ch 503 (CA)
55
Baltic Real Estate Ltd (No. 1), Re [1993] BCLC 498
110, 112
Baltic Real Estate Ltd (No. 2), Re [1993] BCLC 503
112
Bamford v. Bamford [1970] Ch 212 (CA)
17, 18, 57
Baring-Gould v. Sharpington Combined Pick and Shovel
Syndicate [1899] 2 Ch 80 (CA)
15, 17
Barrett v. Duckett [1995] 1 BCLC 245 (CA)
29, 36, 80
Beattie v. E and F Beattie [1938] Ch 708
15, 17, 35
Beddoe Downes & Cottam, Re [1897] 1 Ch 551
36
Benﬁeld Greig Group plc, Re [2000] 2 BCLC 488
100
Bentley Stevens v. Jones [1974] 1 WLR 638
52
Biala Ltd v. Malina Holdings, (1993) 11 ACLR 785
31, 32
Birch v. Sullivan [1957] 1 WLR 124
36
Bird Precision Bellows Ltd, Re [1984] BCLC 395
105, 108
Bisgood v. Henderson’s Transvaal Estates [1908] 1 Ch 743 (CA)
15
Bisset v. Daniel (1853) 10 Hare 493; 68 ER 1022
97
Blue Arrow plc, Re [1987] 2 BCLC 585
111
Bovey Hotels, Re, unreported, 31 July 1981
94
ix
",,eng,,True,1648427199.855963,
11,"x
Table of cases
Bradford Banking Co. v. Henry Briggs & Co. (1886) 12 App Cas
29 (HL)
14
Bratton Seymour Service Co. Ltd v. Oxborough [1992]
BCLC 693
14, 15, 18
Breckland Group Holdings Ltd v. London and Suffolk
Properties Ltd [1989] BCLC 100
16, 17
Brenﬁeld Squash Racquets Club Ltd, Re [1996] 2 BCLC 184
108
Brewer v. Boston Theatre, 104 Mass 738 (1870)
39
British Sugar Reﬁning Co., Re (1857) 3 K & J 408
51
Browne v. La Trinidad (1888) 37 ChD 1
15, 16
Brownlow v. GH Marshall Ltd [2000] 2 BCLC 655
100, 108
Burland v. Earle [1902] AC 83
5, 25, 35, 58
Burt v. British Nation Life Insurance Association (1859)
4 De G & J 158
58
Campbell v. Kitchen & Sons Ltd and Brisbane Soap Company
(1910) 12 CLR 55
32
Carlen v. Drury (1812) V R 13 154
2, 38
Castleburn Ltd, Re [1991] BCLC 49
105
Clements v. Clements Ltd [1976] 2 All ER 208
56
Coker v. Mikalauskas, 547 Pa 600, 692 A 2d 1042, Supreme Court
of Pennsylvania, 1997)
44
Company, Re A [1985] BCLC 80
102
Company, Re A (1986) 2 BCC 99, 171
112
Company, Re A [1986] BCLC 82
57
Company, Re A [1986] BCLC 376
100
Company, Re A [1986] BCLC 382
100
Company, Re A [1986] BCLC 391
112
Company, Re A, ex parte Burr [1992] BCLC 724
100
Company (No. 007838), Re A (1986) BCC 98, 952
112
Company (No. 002567 of 1982), Re A [1983] 1 WLR 927
104
Company (No. 004475 of 1982), Re A [1983] Ch 178
110, 111
Company (No. 007623 of 1984), Re A [1986] BCLC 362
105
Company (No. 005278 of 1985), Re A [1986] 1 WLR 281
100, 109
Company (No. 008695 of 1985), Re A (1986) 2 BCC 99, 024
95
Company (No. 001761 of 1986), Re A [1987] BCLC 141
96
Company (No. 004175 of 1986), Re A [1987] 1 WLR 585
94
Company (No. 004377 of 1986), Re A [1987] BCLC 94
105, 106
Company (No. 005134 of 1986), Re A, ex parte Harries [1989]
BCLC 383
96, 105, 106, 116
Company (No. 00370 of 1987), Re A, ex parte Glossop [1988]
1 WLR 1068
93, 101, 116
",,eng,,True,1648427199.865868,
12,"Table of cases
xi
Company (No. 000789 of 1987), Re A, ex parte Shooter [1990]
BCLC 384
96
Company (No. 002470 of 1988), Re A, ex parte Nicholas [1992]
BCC 895
94
Company (No. 005685 of 1988), Re A (No. 2), ex parte Schwartze
[1989] BCLC 427
96
Company (No. 006834 of 1988), Re A, ex parte Kremer [1989]
BCLC 365
105, 106
Company (No. 000330 of 1991), Re A, ex parte Holden [1991]
BCLC 597
106, 117
Conway v. Petronius Clothing Co. Ltd [1978] 1 WLR 72
10
Cook v. Deeks [1916] 1 AC 554 (PC)
25, 26
Cooke v. Cooke [1997] 2 BCLC 28
36
Copeland & Craddock Ltd, Re [1997] BCC 294 (CA)
104
Cotter v. National Union of Seamen [1929] 2 Ch 58
52, 55
Cumana, Re [1986] BCLC 430
116
Cyplon Developments, Re, unreported, Court of Appeal,
3 March 1982
109
D’Jan of London Ltd, Re [1994] 1 BCLC 561
115
Daniels v. Daniels [1978] Ch 406
27, 30
Davis & Collett, Re [1935] Ch 593
93
Dawkins v. Antrobus (1881) 17 ChD 615 (CA)
3
De Tomasso v. Loverro, 250 App Div 206, 293 NYS 912 (1937)
85
Dempster v. Biala Pty Ltd (1989) 15 ACLR 191 (FCWA)
31
Dominion Cotton Mills v. Amyot [1912] AC 546 (PC)
25
Ebrahimi v. Westbourne Galleries [1973] AC 360
90, 91, 92, 97,
98, 99, 105, 111, 119
Edwards v. Halliwell [1950] 2 All ER 1064 (CA)
3, 31, 55, 61
Edwards v. Shrewsbury Railway (1848) 2 De G & S 537
4
Eley v. Positive Government Security Life Assurance Co.
(1876) 1 Ex D 88 (CA)
14, 15, 16, 17
Elgindata, Re [1991] BCLC 959
101, 115
Ellison v. Bignold (1821) 2 Jac & W 503
2
Empress Engineering Co., Re (1881) 16 ChD 125 (CA)
15
English and Colonial Produce Co., Re [1906] 2 Ch 435
15
Epstein v. Schenck, 35 NYS 2d 909 (Sup. Ct, 1939)
41
Estmanco (Kilner House) Ltd v. Greater London Council [1982]
1 WLR 2
30, 63
Exeter & Crediton Railway Co. v. Butler. (1847) 5 Rail Ca 211
4
Fexuto Pty Ltd v. Bosnjak Holdings Pty Ltd (1998) 28 ACSR 689
(Supreme Court of New South Wales)
100
",,eng,,True,1648427199.87889,
13,"xii
Table of cases
First Hartford Corp. Pension Plan and Trust v. US, 194 F 2d 1279
(USCA Federal Cir., 1999)
43
Forrest v. Manchester, Shefﬁeld and Lincolnshire Rly (1861)
4 De GF & J 126
36
Foss v. Harbottle (1843) 2 Hare 461
1, 4, 5
Foster v. Foster [1918] 1 Ch 532
25
Gall v. Exxon, 418 F Supp 508 (United States District Court,
SDNY, 1976)
41
Garber v. Lego, 11 F 2d 1197 (3rd Cir., 1993)
43
Gething v. Kilner [1972] 1 WLR 337
57, 59
Ghyll Beck Driving Range Ltd, Re [1993] BCLC 1126
100
Grant v. UK Switchback Railways (1889) 40 ChD 135 (CA)
17
Gray v. Lewis (1873) 8 Ch App 1035
6
Grifﬁth v. Paget (1877) 5 ChD 894
52
Grobow v. Perct, 539 A 2d 180 (Sup. Ct Del., 1988)
43
Groel v. United Electric Co. of New Jersey, 70 NJ Eq 616,
(Ch., 1905)
41
Guidezone, Re [2000] 2 BCLC 321
98, 99, 100
Hardoon v. Belilios [1901] AC 118 (HL)
36
Harrison v. Armitage (1819) 3 Hare 387
3
Hawes v. Oakland 104 US 450 (1882)
39
Hawkesbury Development Co. Ltd v. Landmark Finance Pty Ltd
[1969] 2 NSWR 787
32
Hayes v. Bristol Plant Hire [1957] 1 All ER 688
17
Heineman v. Datapoint Corp., 611 A 2d 950 (Sup. Ct Del.,
1992)
43
Henderson v. Bank of Australia (1890) 45 ChD 330
52
Heron International v. Lord Grade [1983] BCLC 244 (CA)
35, 58
Heyting v. Dupont [1964] 2 WLR 843 (CA)
27, 30, 31
Hickman v. Kent or Romney Marsh Sheep-Breeders’
Association [1915] 1 Ch 881
15, 16, 17
Hill v. Wallace, 259 US 44 (1922)
40
Hodgson v. NALGO [1972] 1 WLR 130
27
Hogg v. Cramphorn Ltd [1967] Ch 254
8, 30, 57, 58
Howard Smith Ltd v. Ampol Petroleum Ltd [1974] AC
821 (PC)
57, 67
Hurley v. BGH Nominees (1982) 6 ACLR 791
30
Imperial Hydropathic Hotel v. Hamson (1882) 23 ChD 1
17
Industrial Development Consultants v. Cooley [1972]
1 WLR 443
26
Island Export Finance Ltd v. Umunna [1986] BCLC 46
26
",,eng,,True,1648427199.888907,
14,"Table of cases
xiii
Jackson National Life Insurance v. Kennedy, 741 A 2d 377
(Del. Ch., 1999)
43
Jesner v. Jarrad Properties Ltd [1993] BCLC 1032 (Court of
Session)
93
Johnson v. Lyttle’s Iron Agency (1877) 5 ChD 687
16
Kamen v. Kemper Financial Services, 500 US 90 (US Sup. Ct,
1991)
43
Kaufman v. Wolfson, 151 NYS 2d 530 (1950)
85
Kaye v. Croydon Tramways [1898] 1 Ch 358 (CA)
56
Kenyon Swansea Ltd, Re [1987] BCLC 514
111
La Compagnie de Mayville v. Whitely [1896] 1 Ch 788
6
Legal Costs Negotiators Ltd, Re [1999] 2 BCLC 171 (CA)
96, 110
Lewis v. Haas, 1971 SLT 157 (Court of Session)
93
London Sack and Bag Co. v. Dixon [1943] 2 All
ER 763 (CA)
15, 17
London School of Electronics, Re [1986] Ch 211
99, 103, 108
Lord v. Copper Miners (1848) 2 Ph 740
5, 6
MacConnell v. Prill [1916] 2 Ch 57
56
MacDougall v. Gardiner (1975) 1 ChD 13
4, 7, 40, 52
Macro (Ipswich) Ltd, Re [1994] 2 BCLC 354
101, 115
Marshall v. Colman (1820) 2 J & W 266
3
Marx v. Estates and General Ltd [1976] 1 WLR 380
59
May v. Midwest Reﬁning Co., 121 F 2d 431 CCA 1st (1941)
85
McGuinness v. Black 1990 SLT 156
102
McGuinness v. Bremner plc 1988 SLT 891; [1988]
BCLC 673 (Court of Session)
95, 100
McLelland v. Hullett (1992) 1 SA 456 (LD Durban and Coast)
31
Melhado v. Porto Allegre Co. (1874) LR 9 CP 503
15
Menier v. Hoopers Telegraph Works (1874) 9 Ch App 350
63
Mosely v. Koffyfontein Mines [1911] 1 Ch 73 (CA)
53, 58
Mountforest, Re [1993] BCC 509
102
Movitex Ltd v. Bulﬁeld [1988] BCLC 104
66
Mozeley v. Alston (1847) 1 Ph 790
3, 4, 5, 6
Mutual Life Insurance Co. v. Rank Organisation [1985]
BCLC 11
15
Nicholas v. Soundcraft Electronics [1993] BCLC 360
96
Norman v. Theodore Goddard [1991] BCLC 1028
115
North Holdings Ltd v. South Tropics Ltd [1999]
2 BCLC 625; [1999] BCC 746 (CA)
100, 107, 110
North West Transportation Co. Ltd v. Beatty (1887)
LR 12 App Cas 589 (PC)
8, 30
",,eng,,True,1648427199.904834,
15,"xiv
Table of cases
Nurcombe v. Nurcombe [1984] BCLC 557 (CA)
36
O’Neill v. Phillips [1999] 2 BCLC 1; [1999] WLR 1092 (HL);
[1997] 2 BCLC 739 (CA)
91, 94, 95, 96, 97, 98, 99, 106, 107,
111, 112, 116, 117, 125, 126
Oak Bank Oil Co. v. Crum (1882) 8 App Cas 65
14
OC Transport Services Ltd, Re [1984] BCLC 251
108
Parnes v. Bally Entertainments, 772 A 2d 249 (Sup. Ct
Del., 1999)
43
Pavlides v. Jensen [1956] 1 Ch 565
5, 6, 27, 28
Pender v. Lushington (1877) 6 ChD 70
51, 52, 58
Piercy v. Mills [1920] 1 Ch 77
57
Planet Organic Ltd, Re [2000] 2 BCLC 366
108
Postgate & Denby (Agencies) Ltd, Re [1987] BCLC 8
111
Pritchard’s Case (1873) 8 Ch App 956
17
Proﬁnance Trust SA v. Gladstone [2000] 2 BCLC 516
108
Prudential Assurance Co. Ltd v. Newman Industries Ltd (No. 2)
[1982] Ch 204
6, 8, 9, 12, 17, 18, 27, 28, 29, 31, 35, 58, 61,
64, 80
Pulbrook v. Richmond Consolidated Mining Co. (1878)
9 ChD 610
17
Punt v. Symons [1903] 2 Ch 506
57
Quin & Axtens v. Salmon [1909] AC 442 (HL)
14, 17, 56
R&A Electrical v. Haden Bill Electrical Ltd [1995]
2 BCLC 280
111
RA Noble (Clothing) Ltd, Re [1983] BCLC 273
94, 95, 100, 105
Rayﬁeld v. Hands [1960] Ch 1
14, 52
Regal (Hastings) v. Gulliver [1967] 2 AC 134n; [1942]
1 All ER 378 (HL)
26
Regional Airports Ltd, Re [1999] 2 BCLC 30
111
Richards v. Davies (1831) 2 Russ & M 347
3
Richards v. Lundy [2000] 1 BCLC 376
106
Robinson v. Smith, 3 Paige 222 (NY Ch., 1832)
39
Rolled Steel Products (Holdings) Ltd v. British Steel Corp. [1984]
BCLC 466
67
Rotadata Ltd, Re [2000] 1 BCLC 122
107, 110
Rotherham Chemical Co., Re (1883) 25 ChD 103
15
Russell v. Wakeﬁeld Waterworks (1875) LR 20 Eq 474
4, 24, 27,
30, 31, 58
Ryan v. Tapps Energy Oil, 709 A 2d 682 (Del. Ch., 1996)
43
Sailing Ship Kenternere Co., Re (1897) WN 58
93
Sam Weller & Sons Ltd, Re [1990] BCLC 80
94, 101, 116
Saul D Harrison & Sons plc, Re [1995] BCLC 14
97, 111
",,eng,,True,1648427199.913908,
16,"Table of cases
xv
Scarel Pty Ltd v. City Loan and Credit Card Pty Ltd (No. 2)
(1988) 12 ACLR 730
32
Scott v. Frank F Scott (London) Ltd [1990] Ch 796
15
Seaton v. Grant (1867) LR 2 Ch App 45
36
Sidebottom v. Kersham Leese & Co. Ltd [1921] 1 Ch 154 (CA)
58
Silicon Graphics Inc. Securities Litigation, Re, 183 F 2d 92
(9th Cir., 1999)
43
Simpson v. Westminster Palace Hotel Co. (1860) 8 HLC 712
53, 58
Smith Knight & Co., Weston’s Case, Re (1868) 4 Ch App 20
52
Smith v. Croft (No. 1) [1986] BCLC 207
34, 37
Smith v. Croft (No. 2) [1988] Ch 114
28, 29, 32, 79
Smith v. Jeyes (1841) 4 Beav 503
3
Smith v. Van Gorkens, 488 A 2d 858 (Sup. Ct Del., 1985)
41
Southern Treatment Co. Ltd v. Southern Resources Ltd (No. 4)
(1988) 14 ACLR 569 (Supreme Court of Southern Australia)
57
Spokes v. Grosvenor Hotel Co. [1897] 2 QB 124
35
Stepack v. Addison, 20 F 2d 398 (11th Cir., 1994)
43
Stroud v. Lawson [1898] 2 QB 44 (CA)
36
Taylor v. NUM [1985] BCLC 237
24, 53
Tiessen v. Henderson [1899] 1 Ch 867
56
Virdi v. Abbey Leisure [1990] BCLC 342
105, 106, 117
Vocam Europe Ltd, Re [1998] BCC 396
106
Vujnovich v. Vujnovich [1990] BCLC 227 (PC)
93, 103
Wall v. London and Northern Assets Corporation [1898]
2 Ch 469
52
Wallersteiner v. Moir (No. 1) [1974] 1 WLR 991 (CA)
53
Wallersteiner v. Moir (No. 2) [1975] QB 373
36, 37, 59
Walt Disney Company’s Derivative Litigation, Re, 731 A 2d 342
(Del. Ch., 1997)
42
Waters v. Taylor (1807) 15 Ves 10
2
Welsh v. Nilsson [1961] NZLR 64 (CA of New Zealand)
29
Welton v. Saffrey [1897] AC 299
16
West v. Blanchet [2000] 1 BCLC 795
100, 107
Whyte (Petitioner), Re 1984 SLT 156
102, 109
Wilton Davies v. Kirk [1998] 1 BCLC 214
109
Wood v. Odessa Waterworks Co. (1889) 42 ChD 636
14, 51
Yenidje Tobacco Co., Re [1916] 2 Ch 246 (CA)
93
Zapata Corp. v. Maldonado, 430 A 2d 779 (Sup. Ct Del., 1981)
42
",,eng,,True,1648427199.922946,
17,"Table of statutes
Joint Stock Companies Act 1844
3, 38
Joint Stock Companies Act 1856
16
Companies Act 1862
16
s. 16
16
Companies Act 1948
22
s. 20
16
s. 210
11, 91, 107, 110
Companies Act 1980
22
s. 75
11, 110
Companies Act 1985
51, 61
s. 9
15, 56
s. 14
2, 14, 15, 16, 18, 19, 55, 58
(1)
13, 14, 16
s. 35
53
(1)
53
(2)
53
(3)
53
s. 111A
59
s. 35A
53
(1)
54
(3)
54
(4)
54
s. 303
93, 118
s. 320
67
s. 459
11, 13, 23, 37, 53, 56, 63, 80, 85, 91, 94, 98, 99, 101,
102, 103, 105, 106, 107, 110, 117, 119, 120, 121,
122, 123, 127, 128, 129, 131, 132, 133, 134, 138
(1)
95, 96, 97
(2)
112
s. 461
11, 23, 91, 102, 119, 120, 128, 129, 130, 132
(1)
107, 108
(2)
85, 102, 108, 109, 129
xvi
",,eng,,True,1648427199.925241,
18,"Table of statutes
xvii
s. 726
35
s. 741 (2)
64
Insolvency Act 1986
s. 122 (1) (9)
91, 92, 93, 103, 104, 105, 119, 128, 130, 132, 133
s. 125 (2)
103, 104, 105
Companies Act 1989
53
s. 108
53
Schedule 19
91, 94, 102
Courts and Legal Services Act 1990
59, 83
s. 58
59, 83
s. 58A
83
s. 58B
83
Civil Procedure Act 1997
132
Access to Justice Act 1999
37, 83
",,eng,,True,1648427199.9266171,
19,,,eng,,True,1648427199.9266748,
20,"1
The rule in Foss v. Harbottle
Introduction
This chapter is concerned with the rule in Foss v. Harbottle.1 The chapter
explores the historical origins and subsequent evolution of a rule whose
principal effect is to bar minority shareholders’ actions. The treatment
of minority actions by exception to the rule, or lying beyond its scope, is
the subject-matter of Chapter 2. Chapter 3 is concerned with a proposed
statutory derivative action. This is intended to reform defects in the com-
mon law shareholder’s derivative action.
Inevitably, as part of the process of exploring the conceptual thinking
on which the rule in Foss v. Harbottle rests, as well as the judicial policies it
expresses, this chapter will begin to open up some of the themes2 that will
be explored more fully in Chapters 2 and 3. Chapter 1 also explores the
slow process of reforming the rule and the factors which appear to have
inhibited both the judiciary and the Department of Trade and Industry
in undertaking that task of reform. The particular difﬁculties that beset
the use of the derivative action against directors and other wrongdoers in
public listed companies are also considered in Chapter 1.3
Relying on certain judicial decisions and dicta early in the last century,
some academic writers have put forward a seemingly attractive solution
to the problems posed by the rule in Foss v. Harbottle. This takes the form
of invoking the provisions of the membership contract contained in what
is now section 14 of the Companies Act 1985. The question this theory
raises is how far it can be reconciled, if at all, with the general body of
case law associated with the rule in Foss v. Harbottle.
This chapter concludes with a review of some reﬂections found in
the writing of corporate law theorists on the signiﬁcance of shareholder
1 (1843) 2 Hare 461.
2 E.g. ‘fraud on a minority’ and ‘wrongdoer control’. Cross-references in the footnotes
indicate where further examination occurs.
3 This is an important issue that goes to the heart of the matter in determining the role of
shareholders’ actions as a mode of civil redress in policing corporate abuse. This issue
is further explored in Chapters 2 and 3.
1
",,eng,,True,1648427199.936022,
21,"2
Minority shareholders’ remedies
litigation in the general system of corporate governance.4 In Chapter 2,
the shareholders’ action will be examined in the context of American and
European law.
The origins of the English rule in Foss v. Harbottle
The origin of what is now known in English law as the rule in Foss v.
Harbottle5 can be traced to some early-nineteenth-century decisions in
the law of partnership. In the previous century, it had been established
that the Chancellor would not interfere in the internal disputes of a part-
nership ‘except with a view to a dissolution’. Since harmony between
partners is not to be had by decree, equity would not act in vain. In the
early nineteenth century, however, the Chancellors relented from their
previous refusal to intervene except with a view to dissolution. The old
rule was restated in a form better adapted to the needs of the increasing
number of unincorporated joint stock companies. Now it was only in the
case of ‘matters of internal regulation’ that the Chancellor would refuse
to act except with a view to dissolution.6
In one of the earliest of these cases, Carlen v. Drury,7 the Chancellor
declined to interfere because the articles of ‘partnership’ provided a very
effective internal remedy for mismanagement. Under these articles the
general meeting had annually to appoint a committee of twelve, which had
the power to report to a subsequent general meeting called by them on
any misbehaviour by the managers. The plaintiff members had made no
attempt to seek redress in this way, but Lord Eldon made it clear that the
‘refusal or neglect of the committee to act’ in a case of delinquency ‘clearly
made out’ might raise a case ‘for prompt and immediate interference’.8
It should be noted that as yet no mention is made of the principle of
majority rule. Lord Eldon simply declined to intervene ‘before the parties
have tried that jurisdiction which the articles themselves have provided’.
4 The English theoretical literature in respect of the unfair prejudice petition is examined
in Chapter 4.
5 See Boyle, (1975) 28 Modern Law Review 317 at 318–20; and Wedderburn, (1957)
Cambridge Law Journal 194 at 196–8. For a general account of the origins and devel-
opment of English company law, see P. L. Davies (ed.), Gower’s Principles of Modern
Company Law (6th ed., London, Sweet & Maxwell, 1997), Chapters 2 and 3.
6 This rule, and the Foss v. Harbottle rule which grew out of it, were entirely creations of
the Chancellor. The Chancellor had acquired almost exclusive jurisdiction over internal
disputes in partnerships and companies. In the case of companies, this jurisdiction was
originally founded upon the trust created by the deed of settlement and, at a later date,
upon the remedies sought and the ﬁduciary duties of the directors.
7 (1812) V & B 154. See also Waters v. Taylor (1807) 15 Ves 10; Ellison v. Bignold (1821)
2 Jac & W 503 at 511.
8 (1812) V & B 154 at 159.
",,eng,,True,1648427199.9480371,
22,"The rule in Foss v. Harbottle
3
Although the extent of the majority’s power to ratify has not yet been
explored, the majority were already conceded a right to jurisdiction over
any ‘internal’ dispute.
It is not a matter of chance that, while the Chancellor applied a gen-
eral rule of non-intervention to every type of partnership, this rule took
the particular form described above only in the case of joint stock com-
panies. In such companies, with a large and ﬂuctuating membership,
ownership was already considerably divorced from management. Shares
were in practice freely transferable and an internal procedure for remedy-
ing grievances was frequently provided. In Carlen v. Drury itself, though
the parties were termed ‘partners in a joint concern’, the articles allowed
as many as 1,600 persons to become partners, and 300 of them brought
the action. The social and economic character of such an undertaking
was clearly very different from that of an ordinary ‘private’ partnership.9
In the form in which the old rule was still applied to such partnerships
it bears a far more tenuous resemblance to the Foss v. Harbottle rule as it
later developed. In a ‘private’ partnership there was never any question of
an aggrieved partner ﬁrst seeking a remedy within the partnership even
if he were in a minority. The Chancellors simply refused to intervene in
‘partnership squabbles’ or ‘mere passing improprieties’.10 However, by
the early nineteenth century, the Chancellor would grant relief without
insisting upon a dissolution11 where to do so would be of advantage only
to the wrongdoer.12
A major advance in the law in regard to minority shareholders was
marked by the decision in Foss v. Harbottle13 which transformed the old
partnership rule into one of the leading principles of modern company
law. Though the case concerned a statutory company created by private
Act, the decision came just before Gladstone’s Act of 1844 extended the
right to incorporate to ordinary trading companies by simply registering
their deed of settlement. The courts had now to apply a quasi-partnership
rule in a corporate setting.
9 It was not until many years later that the courts recognised the essential legal difference
between a partnership and an unincorporated company. See James LJ in Re Agricultural
Insurance Co. (1870) 5 Ch App 725.
10 See, for example, Marshall v. Colman (1820) 2 J & W 266.
11 Smith v. Jeyes (1841) 4 Beav 503.
12 Richards v. Davies (1831) 2 Russ & M 347; and Harrison v. Armitage (1819) 3 Hare
387. On the application of the embryonic form of the Foss v. Harbottle rule, originally
developed for unincorporated companies, to unincorporated associations today, see
Dawkins v. Antrobus (1881) 17 ChD 615 (CA). The ordinary Foss v. Harbottle rule
applies to trade unions and friendly societies. See Edwards v. Halliwell [1950] 2 All ER
1064 (CA).
13 See (1843) 2 Hare 461 at 494–5. See further Mozeley v. Alston (1847) 1 Ph 790; and
Bailey v. Birkenhead Railway (1850) 12 Beav 433 at 441.
",,eng,,True,1648427199.959347,
