page_id,page_text,conf_mean,lines_count,warnings,language,correction_stats,reading_order_stats
page_001,KULTEPE ANKARA II TABLETLERI,0.987,4,Very few text elements detected,turkish,,"{""processing_time"": 1.5497207641601562e-05, ""elements_processed"": 4, ""columns_detected"": 1}"
page_003,"ATATÜRK KÜLTÜR, DIL VE TARIH YÜKSEK KURUMU T Ü R K T A R I H K U R U M U VI. Dizi - Sa. 33a KULTEPE ANKARA II Hazirlayanlar Prof. Dr. Emin BLGiç Y A Y I N L A R I TABLETLERI Doç. Dr. Sabahattin BAYRAM",0.965,12,,turkish,,"{""processing_time"": 1.8358230590820312e-05, ""elements_processed"": 12, ""columns_detected"": 1}"
page_004,ISBN 975-16-0246-7 Tk. ISBN 975-16-0691-8,0.995,2,Very few text elements detected,turkish,,"{""processing_time"": 5.4836273193359375e-06, ""elements_processed"": 2, ""columns_detected"": 1}"
page_005,"ICINDEKILER ONSOZ METINLERIN MUTABAKAT NUMARALARI LISTESI BIBLIYOGRAFYA ve KISALTMALAR BAZI ISARETLER ve DIGER KISALTMALAR GIRIS METINLER Muhtelif kayitlar, senetler ve yazimalar Hukuki metinler ... Mektuplar ... Mahiyeti açik olmayan iki metin SONUC 1) Siyasi, Idari ve Sosyal Hayat Bakimindan Belirtilmesi Gereken Yeni Hususlar ........ 2) Iktisadi Konularda Dikkate Carpan Hususlar .... 3) Deinilmesi Gereken Bazi Hukuki Meseleler 4) Koloni ve Yerli Teçkilâti Hakkinda Yeni Tesbitler 5) Dikkate Sunulmasini Gerekli Gördügümüz Bazi Filolojik INDEKS 1) Tanri adlari .... 2) Sahis adlari .. limmum'lar .. 4) Ay adlari ... 5) hamustum'lar Yer adlari ..... 7) Metinlerde geçen ve üzerinde durulan kelime ve teknik terimler . VII X-XI IIIX-IX""XV 1-3 5-103 5 33 43 102 105-111 105 108 109 110 110 Hususlar 113-134 113 113 124 125 125 125 126",0.976,52,,turkish,,"{""processing_time"": 3.147125244140625e-05, ""elements_processed"": 52, ""columns_detected"": 1}"
page_007,"ÖNSOZ Serimizin II. cildini de, Giri, transkripsiyon, tercüme ve metin açiklamalarindan ibâ-ret, Metinler ve Sonuç balklari altnda hazrlam bulunuyoruz. Burada ilenen metinler, Kültepe'den rumuzuyla ifäde edilen ve 1962 yilna karilik olan kaz1 mevsiminde meydana çkarlm 2.000 civarindaki tabletten, 550-610 arasindaki kaz1 envanter numaral 60 table-ti ihtivâ etmektedir. Bu bahislerde, burada iledigimiz metinlerle birlikte yaynlanm ve yayna hazir edilen metinlerden Anadolu'nun Ilk Tarihi Cai'nin siyâsi, iktisâdi, içtimai, hukuki vs. bakimlarindan dikkate deer yeni tesbitler yapild görülecektir. Serimizin dier meslekdaçlarimizla hazirlanm ve hazirlanmakta olan müteâkip ciltle-ri dizgi ve baski için sirada bulunmaktadr. Bu cildin yayni münâsebetiyle de Türk Tarih Kurumu Baçkanl'na, serinin devam için gösterilen ilgi ve gayretten dolay1 teekkürlerimizi ifâde etmek isteriz. Ekim 1990 Prof. Dr. Emin Bilgiç Doç. Dr. Sabahattin Bayram",0.97,15,,french,,"{""processing_time"": 2.6226043701171875e-05, ""elements_processed"": 15, ""columns_detected"": 1}"
page_009,"METINLERIN MUTABAKAT NUMARALARI 1. Metin Numaralarina Göre Tabletlerin Kazi Envanter Numaralari Metin Sira No. Kazi Envanter No. Metin Sira No. 1 Kt. n/k 591 31 2 66 582 32 3 561 99 33 4 555 66 34 5 599 66 35 9 609 36""9 7 607 66 37 575 8 66 38 9 569 66 39 10 579 40 41 587 66 11 594 42 66 12 608 43 66 13 44 564 9> 14 45 597 99 15 46 559 66 16 47 589 66 17 48 592 66 18 603 49""9 19 601 50 20 51 560 66 21 52 604 66 22 53 595 66 23 54 572 66 24 55 606 66 25 56 556 99 26 57 576 66 27 58 563 66 28 59 566 66 29 09 570 66 30 Kazi Envanter No. Kt. n/k 584 565 66 557 9 586 66 553 66 562 66 581""600 66 577 66 571""9 568 66 596 66 610 66 590 66 580 99 602 66 585 66 552 9 9 578 66, 605 66 574 588 99 99 567 598 99 558 66 573 66 583 66 554 66 551,9 593 66",0.939,182,,english,,"{""processing_time"": 9.584426879882812e-05, ""elements_processed"": 182, ""columns_detected"": 1}"
page_010,"Kazi Envanter No. Kt. n/k 551 552 66 553 99 554,, 555 99 556 99 557 66 558 66 559 9> 560 >, 561 66 562 66 563 99 564 >, 565 7> 566 66 567 <6 568 9 > 569 9 9 570 < 571, 9 572, 9 573,9 574,, 575 66 576 <6 577 9 > 578 9 9 579 <6 580 > > 2. Kazi Envanter Numaralarina Göre Metin Numaralari Metin Sira No. Metin Sira No Kaz1 Envanter No. 37 Kt. n/k 581 59 582 66 2 48 583 57,, 35 584 31 66 58"", 585 47 4 34 586 26 66 11 587 66 33 52 588 66 55 17 589 66 16 44 590 66 21 1 591 66 3 18 592 66 36 60 593 <6 28 12 594 66 14 23 595 99 32 596 42 < 29 15 597 66 53 598 54,9 41 599 5,, 9 600,, 38 30 601 9, 20 40 602 66 46 24 603 66 19 56 604 22 66 51 605 99 50 8 606 25 66 27 607 7"", 39 608 13 66 49 609 9""10 43 610 66 45",0.875,183,,english,,"{""processing_time"": 7.319450378417969e-05, ""elements_processed"": 183, ""columns_detected"": 1}"
page_011,"AC ACC AfO AHDO AHK AHw AKT Appellatifler Ar Or AS AOATT ATHE Babyloniaca Belleten BIN CAD CCT Chantre Chronology Contenau CT Dizin DTCFDer. EL FAOS Beih. Geography GKT BIBLIYOGRAFYA ve KISALTMALAR LISTESI P. Garelli, Les Assyriens en Cappadoce. Paris 1963. L.L. Orlin, Assyrian Colonies in Cappadocia. The Hague 1970. C Archiv für Orientforschung. •• Archives d'Histoire du Droit Orientale (Wetteren 1937-51). B. Landsberger, Assyrische Handelskolonien in Kleinasien aus dem Drit-ten Jahrtausend. Leipzig 1925. W. von Soden, Akkadisches Handwörterbuch. E. Bilgiç-H. Sever-C. Günbatti-S. Bayram, Ankara Anadolu Medeniyet-leri Müzesi'nde Bulunan Kültepe Tabletleri. I. cilt: Ankara 1990. E. Bilgiç, Kapadokya Metinlerinde Geçen Yerli Appellatifler ve Bunla-• • rin Eski Anadolu Dilleri Içerisinde Yeri. Ankara 1953. Archiv Orientalni. Prag. Assyriological Studies. K.R. Veenhof, Aspects of Old Assyrian Trade and Its Terminology. Lei-den 1972. B. Kienast, Die altassyrischen Texte des Orientalischena Seminars in Heidelberg und der Sammlung Erlenmeyer. Berlin 1960. Babyloniaca. Paris. Türk Tarih Kurumu. Belleten. Ankara. Babylonian Inscriptions in the Collection of J.B. Nies. New Haven. The Assyrian Dictionary of the University of Chicago. Cuneiform Texts from Cappadocian Tablets in the British Museum. Kültepe Texte in E. Chantre, Misison en Cappadoca. Paris 1898. • • Bkz. Kronoloji • • G. Contenau, Trente Tablettes Cappadociennes. Paris 1919. Cuneiform Texts from Babylonian Tablets in the British Museum. •• H. Ertem, Boazköy Metinlerinde Geçen Corafya Adlar Dizini. An-kara 1973. Ankara Üniversitesi, Dil ve Tarih-Corafya Fakültesi Dergisi. G. Eisser-J. Lewy, Die altassyrischen Rechtsurkunden vom Kültepe.: Freiburger Altorientalische Studien. Beihefte. •• J. Garstang-D.R. Gurney, The Geography of the Hittite Empire.:: K. Hecker, Grammatik der Kültepe-Texte. Roma 1968.",0.988,70,,english,,"{""processing_time"": 3.6716461181640625e-05, ""elements_processed"": 70, ""columns_detected"": 1}"
page_012,"XII ANKARA KÜLTEPE TABLETLERI II Gol.: W. Golénischeff, Vingt-quatre Tablettes Cappadociennes de la Collecti-on W. Golénischeff. HUCA Hebrew Union College Annual. Cincinnati. • ICK B. Hrozny, Inscriptions Cunéiformes du Kultépé. Prag.: JAOS Journal of the American Oriental Society. •• JCS Journal of Cuneiform Studies. •• Jena Bkz. TuM. •• JEOL Vooraziatisch-Egyptisch Gezelschop ""Ex Orient Lux"" Jaarbericht. • JNES Journal of Near Eastern Studies. • • Kassitenstudien I : K. Balkan, Die Sprache der Kassiten. New Haven 1954. Kay. Kayseri Müzesi'nde Bulunan Neredilmi Kapadokya Tabletleri. • • KKS L. Matous-M. Matouová-Rajmová, Kapadokische Keilschrifttafeln Mit: Siegeln. Prag 1984. A. Goetze, Kleinasien. München 1957. Kleinasien Beitrage zur alten Geschichte. (Forrer) Klio: K. Balkan, Kanis Karum'unun Kronoloji Problemleri Hakknda Müça-Kronoloji •• hedeler. Ankara 1955 (Observations on the Chronological Problems of the Karum Kanis. Ankara 1955).: J. Lewy, Kültepetexte der Sammlung Blanckertz. Berlin 1929. KTBl. N.B. Jankovskaja, Klinopisnye teksty iz Kjul'Tepe v sobranijach SSSR. KTK Moscow 1968. Kültepe-Texte der University of Pennsylvania. KTP J. Lewy, Die Altassyrischen Texte vom Kültepe. Istanbul 1926. KTS Hammurabi's Gesetz (Bd. VI von P. Koschaker und A. Ungnad). Leipzig. KU • • KUG K. Hecker, Die Keilschrifttexte der Universitätsbibliothek Giessen. Gi-• • essen 1966. L Texts in the University Museum, Philadelphia. Les Noms E. Laroche, Les Noms des Hittites. Paris 1966. • • Liv. The Cappadocian tablets belonging to the Liverpool Institute of Archa-•• eology (Annals of Arch. and Anthr. of the Liverpool Institute of Archa-eology, Vol. I, 1908). Museumssignatur Musée d'Art et d'Histoire, Geneve. MAH J.J. Stamm, Die Akkadische Namengebung. Leipzig 1939. Namengebung NBC Signatur Nies Babylonian Collection (jetzt Yale University, New Haven). • • NRV (M. San Nicolo-) A. Ungnad, Neubabylonische Rechts-und Verwaltung-• surkunden (Glossar) I. M.T. Larsen, The Old Assyrian City-State and Its Colonies. Copanhagen OACC 1976. OACP M.T. Larsen, Old Assyrian Caravan Procedures. Istanbul 1967. •• OIP Oriental Institute Publications. • • Orientalistische Literaturzeitung. OLZ: Or.(NS) Orientalia, Nova Series. •• H. Ertem, Hitit Devletinin Iki Eyâleti: Pala-Tumu(m)ana. Ankara 1980. Pala-Tum(m)ana :",0.981,99,,english,,"{""processing_time"": 4.792213439941406e-05, ""elements_processed"": 99, ""columns_detected"": 1}"
page_013,"ANKARA KULTEPE TABLETLERI II: J.J. Stephens, Personal Names from Cuneiform Inscriptions of Cappa-PNC docia. New Haven 1928. Proceeding of the Society of Biblical Archaeology, I. PSBA Revue d'Assyriologie. Paris. RA •• Kh. Nashef, Rekonstruktion der Reiserouten zur Zeit der altassyrisc-Rekonstruktion: hen Handelsniederlasssungen. Wiesbaden 1987. G.F. del Monte-J. Tischler, Die Orts-und Gewässernamen der hethitisc-RGTC VI hen Texte. Wiesbaden 1979. Reallexikon der Vorgeschichte. Berlin. RV • Studi Eblaiti. SEb Dil ve Tarih-Corafya Fakültesi, Sumeroloji Aratirmalari. Istanbul 1941. Sum. Ara. • • Tablettes Cappadociennes. (1= TCL 4; 2= TCL 14; 3= TCL 19-21) TC: Textes Cunéiformes Musée du Louvre. Paris . TCL Türk Tarih, Arkeologya ve Etnorafya Dergisi. Istanbul. TTAED Texte und Mateiralien der Frau Professor Hilprecht Coll. of Babyloni-TuM an Antiquities in Jena. Vol. I: J. Lewy, Die Keilschrifttexte aus Kleinasien. H. Hirsch, Untersuchungen zur altassyrischen Relligion. Graz 196l. UAR Zeitschrift für Assyriologie. ZA • R. Borger, Assyrisch-babylonische Zeichenliste. Neukirchen-Vluyn-1978. Zeichenliste: Zeitschrift der Deutschen Morgenlandsichen Gesselschaft. ZDMG •• Zeitschrift der Savigny-Stieftung für Rechtsgeschichte. ZS: XIII",0.992,49,,english,,"{""processing_time"": 4.863739013671875e-05, ""elements_processed"": 49, ""columns_detected"": 1}"
page_015,"I 1: Kirk kisimlari gösterir. < > « > () kisimlari gösterir. A.A.: Ay Adi. a.g.e.: Adi geçen eser. A.y.: Arkayüz. bkz.: Bakiniz.: Cilt. c.: Santimetre. cm.: Coul. ç. fem.: Feminen. K.: Kenar. kr.: Karlatir. Kt.: Kültepe.: Not, altnot. n n/k No.: Numara. Ö.y.: Onyüz.: Preteritum. pret.: Prezens. prez.: Sayfa. s.: Say1. sa. S.K.: Sol Kenar.: Satir. st.: §ahis. §. §.A.: §ahs Adi.: Tekil, tablet. t. T.A.: Tanri Adi. vd.: ve devami. Y.A.: Yer Adi.: Zarf. Z. BAZI i§ARETLER ve DIGER KISALTMALAR: Yazar tarafindan tamamlanan kisimlari gösterir.: Yazarin fazlalk görerek çikard1 kismlari gösterir.: Tercümenin anlalmasini kolaylatrmak için yazar tarafindan ilâve edilen: n senesi (1962), krum'da ele geçen tabletler.",0.943,70,,turkish,,"{""processing_time"": 4.744529724121094e-05, ""elements_processed"": 70, ""columns_detected"": 1}"
